Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
SPRYD7	ENST00000361840.3	SPRY domain containing 7 	863	1	0	1	0	1	0	0	1	0	hsa-miR-199a-5p	0.0050	0.0331	0.1403	-0.08	-0.44	0.57	2009, 2011
USP19	ENST00000398896.1	ubiquitin specific peptidase 19 	323	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0015	0.0110	0.0793	-0.08	-0.08	0.32	NULL
ZBTB5	ENST00000307750.4	zinc finger and BTB domain containing 5 	281	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0048	0.0352	0.2341	-0.08	-0.08	0.40	2009, 2011
RRP15	ENST00000366932.3	ribosomal RNA processing 15 homolog (S. cerevisiae) 	243	1	0	1	0	1	1	0	0	1	hsa-miR-199a-5p	0.0050	0.0353	0.1888	-0.08	-0.37	0.41	2009, 2011
NCOR1	ENST00000268712.3	nuclear receptor corepressor 1 	268	1	0	1	0	0	0	0	0	2	hsa-miR-199a-5p	0.0101	0.0694	0.3571	-0.07	-0.19	0.99	2011
SOX6	ENST00000316399.6	SRY (sex determining region Y)-box 6 	22	1	0	0	1	1	0	1	0	0	hsa-miR-199b-5p	0.0113	0.0778	0.3908	-0.07	-0.21	0.63	2011
ABCC5	ENST00000334444.6	ATP-binding cassette, sub-family C (CFTR/MRP), member 5 	453	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0036	0.0258	0.1713	-0.07	-0.08	0.32	2005, 2007, 2009
ANKRD52	ENST00000267116.7	ankyrin repeat domain 52 	2913	1	0	0	1	0	0	0	0	1	hsa-miR-199b-5p	0.0053	0.0386	0.2658	-0.07	-0.26	0.44	2011
INO80D	ENST00000403263.1	INO80 complex subunit D 	5	1	1	0	0	0	0	0	0	3	hsa-miR-199a-5p	0.0426	0.2860	1.4005	-0.07	-0.07	0.86	2009, 2011
KIAA0226	ENST00000273582.5	KIAA0226 	89	1	0	1	0	1	0	0	1	0	hsa-miR-199a-5p	0.0119	0.0803	0.3685	-0.07	-0.10	0.35	NULL
ZNF740	ENST00000416904.3	zinc finger protein 740 	2137	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0113	0.0809	0.4964	-0.07	-0.07	0.43	2007, 2009, 2011
ZNF614	ENST00000270649.6	zinc finger protein 614 	55	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0123	0.0656	0.1719	-0.07	-0.41	0.57	2009, 2011
SMARCA4	ENST00000358026.2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 	662	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0029	0.0209	0.1280	-0.07	-0.22	0.48	2005, 2007, 2009, 2011
PNP	ENST00000361505.5	purine nucleoside phosphorylase 	50	1	0	1	0	0	0	0	0	2	hsa-miR-199a-5p	0.0067	0.0449	0.2148	-0.07	-0.27	0.45	NULL
KIAA1324L	ENST00000450689.2	KIAA1324-like 	181	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0047	0.0343	0.2197	-0.06	-0.12	0.58	2011
SRL	ENST00000399609.3	sarcalumenin 	5	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0025	0.0180	0.1199	-0.06	-0.06	0.50	2009, 2011
HIP1R	ENST00000253083.4	huntingtin interacting protein 1 related 	17	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0049	0.0359	0.2369	-0.06	-0.06	0.30	NULL
PTGIS	ENST00000244043.4	prostaglandin I2 (prostacyclin) synthase 	192	1	0	1	0	2	0	2	0	1	hsa-miR-199a-5p	0.0106	0.0767	0.4969	-0.06	-0.06	0.35	NULL
PPL	ENST00000345988.2	periplakin 	849	1	0	0	1	0	0	0	0	3	hsa-miR-199b-5p	0.0038	0.0279	0.1975	-0.06	-0.21	0.67	NULL
SLC36A4	ENST00000326402.4	solute carrier family 36 (proton/amino acid symporter), member 4 	252	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0085	0.0602	0.3524	-0.06	-0.20	0.29	NULL
NOTO	ENST00000398468.3	notochord homeobox 	5	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0021	0.0154	0.1103	-0.06	-0.06	0.46	NULL
M6PR	ENST00000000412.3	mannose-6-phosphate receptor (cation dependent) 	46	1	1	0	0	1	0	0	1	1	hsa-miR-199a-5p	0.0066	0.0386	0.1322	-0.06	-0.64	0.92	2005, 2007, 2009, 2011
ACVR2A	ENST00000241416.7	activin A receptor, type IIA 	109	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0087	0.0518	0.1749	-0.06	-0.35	0.83	2007, 2009, 2011
DDX3X	ENST00000399959.2	DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked 	965	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0061	0.0430	0.2482	-0.06	-0.23	0.61	2005, 2007, 2009, 2011
RAB10	ENST00000264710.4	RAB10, member RAS oncogene family 	998	1	0	1	0	0	0	0	0	1	hsa-miR-199b-5p	0.0069	0.0442	0.1703	-0.05	-0.25	0.45	2005, 2007
ANKRD13C	ENST00000370944.4	ankyrin repeat domain 13C 	369	1	1	0	0	1	0	1	0	1	hsa-miR-199b-5p	0.0075	0.0468	0.1755	-0.05	-0.37	0.79	2009, 2011
NCOA2	ENST00000452400.2	nuclear receptor coactivator 2 	271	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0133	0.0926	0.4972	-0.05	-0.05	0.37	2005, 2007, 2009, 2011
DEPDC5	ENST00000382105.2	DEP domain containing 5 	221	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0043	0.0316	0.2156	-0.05	-0.05	< 0.1	NULL
ETS2	ENST00000360214.3	v-ets avian erythroblastosis virus E26 oncogene homolog 2 	3965	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0068	0.0425	0.1550	-0.05	-0.27	0.79	2005, 2007, 2009, 2011
RGS10	ENST00000392865.1	regulator of G-protein signaling 10 	457	1	1	0	0	0	0	0	0	0	hsa-miR-199b-5p	0.0030	0.0182	0.0577	-0.05	-0.70	0.66	2009, 2011
MAML3	ENST00000509479.2	mastermind-like 3 (Drosophila) 	159	1	1	0	0	2	0	0	2	3	hsa-miR-199a-5p	0.0116	0.0824	0.4778	-0.05	-0.22	0.33	NULL
PLXNB1	ENST00000296440.6	plexin B1 	47	1	0	1	0	1	0	1	0	0	hsa-miR-199a-5p	0.0059	0.0428	0.2918	-0.05	-0.05	0.31	NULL
DESI1	ENST00000263256.6	desumoylating isopeptidase 1 	1513	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0011	0.0082	0.0512	-0.05	-0.22	0.59	2011
ATG14	ENST00000247178.5	autophagy related 14 	25	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0056	0.0399	0.2410	-0.05	-0.25	0.69	2005, 2007, 2009, 2011
AGO3	ENST00000373191.4	argonaute RISC catalytic component 3 	198	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0179	0.1194	0.5885	-0.04	-0.16	0.28	NULL
LIMD2	ENST00000259006.3	LIM domain containing 2 	90	1	0	1	0	0	0	0	0	2	hsa-miR-199a-5p	0.0009	0.0067	0.0448	-0.04	-0.25	0.65	2009, 2011
AMN	ENST00000299155.5	amnion associated transmembrane protein 	71	1	0	1	0	0	0	0	0	3	hsa-miR-199a-5p	0.0048	0.0340	0.2016	-0.04	-0.10	0.28	NULL
PARVA	ENST00000334956.8	parvin, alpha 	1912	1	0	0	1	1	0	0	1	3	hsa-miR-199b-5p	0.0066	0.0472	0.2874	-0.04	-0.25	0.55	2011
SNTB1	ENST00000395601.3	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1) 	217	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0070	0.0435	0.1633	-0.04	-0.24	0.79	2011
DST	ENST00000312431.6	dystonin 	439	1	0	0	1	2	0	1	1	1	hsa-miR-199a-5p	0.0393	0.2811	1.7369	-0.04	-0.04	< 0.1	NULL
FAM179A	ENST00000379558.4	family with sequence similarity 179, member A 	21	1	0	1	0	0	0	0	0	4	hsa-miR-199b-5p	0.0084	0.0536	0.2160	-0.04	-0.17	0.32	NULL
GATAD2B	ENST00000368655.4	GATA zinc finger domain containing 2B 	48	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0048	0.0350	0.2347	-0.04	-0.07	0.44	2011
STRN	ENST00000263918.4	striatin, calmodulin binding protein 	476	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0041	0.0300	0.1941	-0.04	-0.06	0.57	2011
BLCAP	ENST00000397137.1	bladder cancer associated protein 	38	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0007	0.0054	0.0327	-0.04	-0.31	0.38	2009, 2011
LMAN2	ENST00000515209.1	lectin, mannose-binding 2 	2441	1	1	0	0	1	0	1	0	0	hsa-miR-199a-5p	0.0023	0.0154	0.0645	-0.04	-0.39	0.24	2009, 2011
RAD54L2	ENST00000409535.2	RAD54-like 2 (S. cerevisiae) 	215	1	0	1	0	0	0	0	0	2	hsa-miR-199a-5p	0.0159	0.1126	0.6458	-0.03	-0.03	0.40	NULL
WDR76	ENST00000263795.6	WD repeat domain 76 	1720	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0059	0.0388	0.1843	-0.03	-0.29	0.38	2011
ZNF706	ENST00000311212.4	zinc finger protein 706 	325	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0013	0.0095	0.0605	-0.03	-0.18	0.28	2009, 2011
CNOT6	ENST00000393356.1	CCR4-NOT transcription complex, subunit 6 	300	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0036	0.0260	0.1689	-0.03	-0.09	0.42	2005, 2007
PRR14L	ENST00000434485.1	proline rich 14-like 	39	1	1	0	0	0	0	0	0	2	hsa-miR-199a-5p	0.0099	0.0707	0.4308	-0.03	-0.03	0.43	NULL
MKL2	ENST00000318282.5	MKL/myocardin-like 2 	992	1	1	0	0	0	0	0	0	2	hsa-miR-199a-5p	0.0160	0.1140	0.6845	-0.03	-0.03	0.24	2009, 2011
ADRBK2	ENST00000324198.6	adrenergic, beta, receptor kinase 2 	215	1	0	1	0	1	0	1	0	2	hsa-miR-199b-5p	0.0056	0.0406	0.2527	-0.03	-0.32	0.57	2009, 2011
TLN1	ENST00000314888.9	talin 1 	266	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0085	0.0587	0.3003	-0.03	-0.06	0.56	NULL
SAR1A	ENST00000373242.2	SAR1 homolog A (S. cerevisiae) 	253	1	0	0	1	1	0	0	1	1	hsa-miR-199a-5p	0.0020	0.0146	0.0894	-0.03	-0.26	0.57	2009
TBL1XR1	ENST00000430069.1	transducin (beta)-like 1 X-linked receptor 1 	334	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0031	0.0219	0.1181	-0.03	-0.12	0.50	2009, 2011
FANCA	ENST00000568369.1	Fanconi anemia, complementation group A 	348	2	0	1	1	1	0	0	1	1	hsa-miR-199b-5p	0.0043	0.0314	0.2137	-0.02	-0.08	< 0.1	NULL
ZDHHC21	ENST00000380916.4	zinc finger, DHHC-type containing 21 	196	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0062	0.0442	0.2680	-0.02	-0.22	0.35	2011
MRPS25	ENST00000253686.2	mitochondrial ribosomal protein S25 	630	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0023	0.0151	0.0644	-0.02	-0.33	0.81	2009, 2011
RGP1	ENST00000378078.4	RGP1 retrograde golgi transport homolog (S. cerevisiae) 	203	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0006	0.0047	0.0328	-0.02	-0.05	0.43	NULL
SERPINE1	ENST00000223095.4	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 	1508	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0018	0.0133	0.0903	-0.02	-0.17	0.62	2009, 2011
PCDH17	ENST00000377918.3	protocadherin 17 	477	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0021	0.0150	0.1032	-0.02	-0.02	0.40	NULL
ABTB2	ENST00000435224.2	ankyrin repeat and BTB (POZ) domain containing 2 	5	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0041	0.0302	0.2017	-0.02	-0.02	0.33	2011
ADAMTSL3	ENST00000286744.5	ADAMTS-like 3 	9	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0064	0.0465	0.2961	-0.02	-0.02	0.32	2005, 2007, 2009, 2011
TANC2	ENST00000424789.2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	155	1	0	1	0	0	0	0	0	3	hsa-miR-199a-5p	0.0127	0.0911	0.5575	-0.02	-0.02	0.30	2009, 2011
HIF1AN	ENST00000299163.6	hypoxia inducible factor 1, alpha subunit inhibitor 	1545	1	0	1	0	0	0	0	0	2	hsa-miR-199a-5p	0.0032	0.0233	0.1615	-0.02	-0.03	0.35	2011
USP31	ENST00000219689.7	ubiquitin specific peptidase 31 	214	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0072	0.0396	0.1506	-0.02	-0.29	0.90	2009, 2011
RSF1	ENST00000308488.6	remodeling and spacing factor 1 	216	1	0	0	1	1	0	0	1	0	hsa-miR-199a-5p	0.0074	0.0533	0.3382	-0.02	-0.02	0.55	NULL
TENM4	ENST00000278550.7	teneurin transmembrane protein 4 	34	1	1	0	0	0	0	0	0	3	hsa-miR-199b-5p	0.0115	0.0727	0.3192	-0.01	-0.08	0.86	2009, 2011
MON1B	ENST00000248248.3	MON1 secretory trafficking family member B 	910	1	1	0	0	1	0	0	1	0	hsa-miR-199b-5p	0.0026	0.0169	0.0867	-0.01	-0.56	0.47	NULL
CNOT6L	ENST00000504123.1	CCR4-NOT transcription complex, subunit 6-like 	23	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0044	0.0316	0.2023	-0.01	-0.06	0.37	2009, 2011
DONSON	ENST00000453626.1	downstream neighbor of SON 	103	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0007	0.0050	0.0337	-0.01	-0.21	0.45	NULL
PACRGL	ENST00000502374.1	PARK2 co-regulated-like 	314	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0046	0.0315	0.1776	-0.01	-0.39	0.93	NULL
PTPN9	ENST00000306726.2	protein tyrosine phosphatase, non-receptor type 9 	644	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0011	0.0077	0.0500	-0.01	-0.08	0.30	2005, 2007
C17orf85	ENST00000158149.3	chromosome 17 open reading frame 85 	718	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0028	0.0193	0.1115	-0.01	-0.26	0.43	NULL
CA12	ENST00000178638.3	carbonic anhydrase XII 	42	1	1	0	0	0	0	0	0	3	hsa-miR-199a-5p	0.0039	0.0283	0.1896	-0.01	-0.08	0.22	NULL
CABP7	ENST00000216144.3	calcium binding protein 7 	12	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0014	0.0100	0.0719	-0.01	-0.01	< 0.1	2007
BTG1	ENST00000256015.3	B-cell translocation gene 1, anti-proliferative 	1677	1	0	1	0	1	1	0	0	0	hsa-miR-199a-5p	0.0049	0.0346	0.2214	-0.01	-0.63	0.55	2011
ZBED4	ENST00000216268.5	zinc finger, BED-type containing 4 	2276	1	0	1	0	0	0	0	0	1	hsa-miR-199b-5p	0.0028	0.0204	0.1369	-0.01	-0.05	0.35	NULL
ZNF480	ENST00000490272.1	zinc finger protein 480 	239	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0003	0.0021	0.0142	-0.01	-0.35	< 0.1	NULL
CBX5	ENST00000209875.4	chromobox homolog 5 	360	1	0	0	1	1	0	1	0	2	hsa-miR-199a-5p	0.0067	0.0477	0.2882	-0.01	-0.03	0.51	2011
GRHPR	ENST00000318158.6	glyoxylate reductase/hydroxypyruvate reductase 	572	1	0	1	0	1	0	1	0	1	hsa-miR-199a-5p	0.0003	0.0022	0.0137	-0.01	-0.19	0.54	NULL
NCKAP1	ENST00000361354.4	NCK-associated protein 1 	700	1	0	1	0	2	2	0	0	3	hsa-miR-199a-5p	0.0103	0.0718	0.3734	-0.01	-0.21	0.37	NULL
IST1	ENST00000329908.8	increased sodium tolerance 1 homolog (yeast) 	305	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0023	0.0168	0.1071	0	-0.13	0.40	NULL
GINM1	ENST00000367419.5	glycoprotein integral membrane 1 	428	1	0	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0015	0.0110	0.0739	0	-0.19	0.28	NULL
PTPMT1	ENST00000426530.2	protein tyrosine phosphatase, mitochondrial 1 	6893	1	0	0	1	0	0	0	0	1	hsa-miR-199a-5p	0.0025	0.0178	0.1175	0	-0.19	< 0.1	NULL
INTS8	ENST00000523731.1	integrator complex subunit 8 	554	2	1	1	0	0	0	0	0	0	hsa-miR-199b-5p	0.0009	0.0056	0.0276	0	-0.42	0.29	NULL
EIF2B2	ENST00000266126.5	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa 	1210	1	0	1	0	1	0	1	0	0	hsa-miR-199b-5p	0.0057	0.0404	0.2392	0	-0.27	0.29	NULL
TSPYL1	ENST00000368608.3	TSPY-like 1 	2195	1	1	0	0	1*	0	0	0	0	hsa-miR-199b-5p	0.0007	0.0052	0.0335	0	-0.23	0.29	NULL
YIPF6	ENST00000462683.1	Yip1 domain family, member 6 	888	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0058	0.0334	0.1348	0	-0.64	0.43	2011
MAPK8	ENST00000374182.3	mitogen-activated protein kinase 8 	227	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0017	0.0121	0.0767	0	-0.13	0.41	NULL
FCHSD1	ENST00000435817.2	FCH and double SH3 domains 1 	364	1	1	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0008	0.0056	0.0388	0	-0.08	0.14	NULL
TSR2	ENST00000375151.4	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae) 	233	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0001	0.0007	0.0044	0	-0.13	0.34	NULL
AHSA2	ENST00000394457.3	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast) 	820	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0005	0.0040	0.0269	0	-0.23	0.78	NULL
ZBTB20	ENST00000462705.1	zinc finger and BTB domain containing 20 	5	2	1	0	1	6	0	3	3	4	hsa-miR-199a-5p	0.0007	0.0051	0.0311	0	-1.31	0.99	NULL
ITCH	ENST00000374864.4	itchy E3 ubiquitin protein ligase 	769	1	0	0	1	0	0	0	0	0	hsa-miR-199b-5p	0.0090	0.0649	0.4152	0	-0.20	0.59	2011
YIPF2	ENST00000586748.1	Yip1 domain family, member 2 	517	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0001	0.0005	0.0037	0	-0.30	0.59	NULL
SWAP70	ENST00000318950.6	SWAP switching B-cell complex 70kDa subunit 	492	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0028	0.0209	0.1497	0	-0.13	0.34	NULL
C15orf61	ENST00000342683.4	chromosome 15 open reading frame 61 	4011	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0001	0.0006	0.0045	0	-0.16	0.28	NULL
AIP	ENST00000279146.3	aryl hydrocarbon receptor interacting protein 	2469	1	1	0	0	0	0	0	0	1	hsa-miR-199a-5p	0.0000	0.0003	0.0012	0	-0.42	0.38	NULL
TRIP4	ENST00000261884.3	thyroid hormone receptor interactor 4 	143	1	0	1	0	0	0	0	0	1	hsa-miR-199a-5p	0.0002	0.0015	0.0105	0	-0.03	0.31	NULL
MRPL22	ENST00000523037.1	mitochondrial ribosomal protein L22 	5309	1	1	0	0	0	0	0	0	0	hsa-miR-199a-5p	0.0000	0.0003	0.0008	0	-0.47	0.27	2009, 2011
P2RX7	ENST00000328963.5	purinergic receptor P2X, ligand-gated ion channel, 7 	5	1	0	0	1	1	0	0	1	0	hsa-miR-199a-5p	0.0000	0.0002	0.0011	0	-0.18	0.42	NULL
ZNF703	ENST00000331569.4	zinc finger protein 703 	1557	1	1	0	0	1	0	1	0	2	hsa-miR-199a-5p	0.0002	0.0018	0.0127	0	-0.10	0.44	NULL
DDX5	ENST00000225792.5	DEAD (Asp-Glu-Ala-Asp) box helicase 5 	5537	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0001	0.0005	0.0033	0	-0.12	0.31	NULL
DDX6	ENST00000264018.4	DEAD (Asp-Glu-Ala-Asp) box helicase 6 	11	1	0	0	1	0	0	0	0	0	hsa-miR-199a-5p	0.0007	0.0054	0.0395	0	-0.10	0.48	2009, 2011
ZC2HC1C	ENST00000238686.8	zinc finger, C2HC-type containing 1C 	48	1	0	1	0	0	0	0	0	0	hsa-miR-199a-5p	0.0025	0.0184	0.1281	0	-0.13	0.28	NULL
